id_lead,data_cadastro,interagiu_chatbot,ai_lead_score,status_assinatura
L-4077,2025-02-23,Sim,Quente,Ativo
L-6388,2025-07-03,Nao,Frio,Ativo
L-3384,2025-03-17,Nao,Morno,Cancelado
L-9949,2026-01-31,Nao,Frio,Ativo
L-3313,2025-12-13,Sim,Quente,Ativo
L-2287,2025-10-14,Nao,Morno,Ativo
L-7715,2025-11-01,Sim,Morno,Ativo
L-6624,2025-08-02,Nao,Frio,Trial
L-1550,2025-06-14,Sim,Quente,Ativo
L-3744,2025-06-06,Nao,Frio,Cancelado
L-2202,2025-01-16,Nao,Morno,Trial
L-1479,2026-02-01,Sim,Quente,Inativo
L-3581,2026-01-10,Nao,Morno,Inativo
L-5593,2025-06-17,Nao,Morno,Cancelado
L-3164,2025-03-08,Nao,Frio,Trial
L-3605,2025-05-09,Nao,Frio,Trial
L-7188,2025-11-30,,Morno,Ativo
L-2336,2025-06-09,Nao,Frio,Cancelado
L-6625,2025-12-27,Nao,Morno,Trial
L-2497,2025-09-29,Sim,Quente,Ativo
L-9693,2025-02-14,Nao,Frio,Ativo
L-9616,2025-07-14,,Morno,Trial
L-5076,2025-04-14,Nao,Morno,Ativo
L-6501,2025-03-31,,Frio,Trial
L-6846,2025-10-02,,Morno,Cancelado
L-6704,2025-11-22,Sim,Quente,Trial
L-8790,2025-10-04,Sim,Quente,Ativo
L-9874,2025-04-15,Sim,Quente,Ativo
L-7566,2026-01-01,Nao,Morno,Ativo
L-2807,2025-01-15,Sim,Quente,Inativo
L-5010,2025-01-26,Sim,Morno,Trial
L-2027,2025-07-23,Nao,Morno,Ativo
L-7146,2025-09-24,Sim,Quente,Ativo
L-4095,1900-01-01,Nao,Morno,Trial
L-2228,2025-02-06,Sim,Quente,Ativo
L-3358,2025-07-09,Nao,Morno,Cancelado
L-2870,1900-01-01,Nao,Morno,Trial
L-4784,2025-03-21,Sim,Frio,Inativo
L-3127,2025-08-03,,Morno,Inativo
L-8003,2025-03-18,Sim,Quente,Trial
L-8008,2025-07-22,,Morno,Ativo
L-8820,2025-10-21,Nao,Frio,Trial
L-9041,2026-01-12,Nao,Morno,Ativo
L-3947,2025-03-29,Sim,Quente,Ativo
L-9712,2025-11-22,,Morno,Ativo
L-1534,2026-01-27,Nao,Morno,Ativo
L-4038,2025-08-20,Sim,Quente,Ativo
L-3667,2025-04-29,Sim,Quente,Cancelado
L-2846,2025-02-18,Nao,Morno,Ativo
L-4525,2025-07-23,Nao,Morno,Ativo
L-9463,2025-01-03,Sim,Quente,Trial
L-3681,2025-10-24,Sim,Quente,Trial
L-8740,2025-05-18,,Frio,Ativo
L-2468,2025-11-07,Nao,Frio,Trial
L-2175,2025-10-05,Nao,Frio,Trial
L-9653,2025-09-12,Sim,Quente,Trial
L-5530,2026-01-19,,Morno,Ativo
L-7931,2025-07-16,Sim,Frio,Cancelado
L-1576,2025-08-29,Nao,Frio,Trial
L-6171,2025-04-14,Sim,Quente,Trial
L-7712,2025-07-20,Nao,Morno,Ativo
L-4245,2025-02-25,Sim,Frio,Inativo
L-4975,2025-06-29,Sim,Frio,Ativo
L-2295,2025-12-16,Nao,Quente,Trial
L-2576,2026-01-11,Nao,Morno,Cancelado
L-9602,2026-01-14,Nao,Frio,Trial
L-1616,2026-01-14,Sim,Morno,Trial
L-7807,2025-09-25,Nao,Frio,Trial
L-1642,2025-01-16,Nao,Morno,Ativo
L-8002,2025-12-28,Nao,Morno,Cancelado
L-4989,2025-12-11,Sim,Morno,Trial
L-6103,2025-10-12,Sim,Morno,Inativo
L-3474,2026-01-01,Nao,Morno,Cancelado
L-1174,2025-10-14,Sim,Quente,Ativo
L-7269,2025-12-08,,Quente,Inativo
L-2644,2026-02-01,Sim,Quente,Trial
L-3992,2025-02-22,Nao,Morno,Cancelado
L-5293,2025-04-25,Nao,Quente,Inativo
L-1986,2025-01-02,Sim,Quente,Trial
L-9621,2025-08-31,Nao,Frio,Cancelado
L-8991,2025-10-17,Nao,Quente,Cancelado
L-6405,2025-10-03,Nao,Morno,Ativo
L-3090,2025-09-24,Sim,Quente,Cancelado
L-5513,2025-11-04,Nao,Morno,Ativo
L-6402,2026-01-21,Sim,Morno,Trial
L-1825,2025-06-09,Sim,Quente,Ativo
L-3642,2025-02-17,Nao,Frio,Ativo
L-5953,2025-12-25,Nao,Frio,Trial
L-3328,2025-08-17,Nao,Morno,Trial
L-1901,2025-05-28,Nao,Quente,Trial
L-4112,2025-12-21,Nao,Frio,Trial
L-4963,2026-01-28,Nao,Morno,Cancelado
L-5487,2026-01-15,Nao,Morno,Trial
L-4301,2025-01-18,Sim,Quente,Ativo
L-3691,2025-04-26,Nao,Morno,Inativo
L-9932,1900-01-01,Sim,Morno,Cancelado
L-5528,2025-05-30,Nao,Morno,Trial
L-5555,2025-09-19,Nao,Frio,Ativo
L-7556,1900-01-01,Nao,Frio,Trial
L-8666,2025-04-11,Sim,Morno,Ativo
L-3609,2026-01-18,Sim,Frio,Ativo
L-3208,2025-07-03,Nao,Frio,Ativo
L-4681,2026-01-18,Sim,Quente,Cancelado
L-4722,2025-12-14,Nao,Morno,Inativo
L-2717,2025-09-21,Nao,Morno,Ativo
L-8706,2025-11-07,Nao,Frio,Trial
L-2262,2025-08-11,Nao,Frio,Ativo
L-9778,2025-05-03,Nao,Frio,Trial
L-6836,2025-11-06,Nao,Morno,Trial
L-7930,2025-09-03,Nao,Quente,Ativo
L-8528,2025-03-15,Nao,Frio,Trial
L-8036,2025-05-11,Sim,Quente,Cancelado
L-2479,2025-07-19,Nao,Frio,Inativo
L-5777,2025-11-10,Nao,Morno,Trial
L-4392,2025-10-02,Sim,Frio,Trial
L-3956,2025-01-09,,Morno,Ativo
L-7612,2025-11-12,Nao,Frio,Inativo
L-6389,2025-06-09,Nao,Frio,Trial
L-6429,2025-11-07,Nao,Frio,Cancelado
L-9331,2025-02-02,,Morno,Ativo
L-1267,2025-02-18,Sim,Frio,Trial
L-4382,2025-04-10,Nao,Quente,Ativo
L-9557,2025-04-21,Sim,Quente,Trial
L-8988,2025-06-30,Nao,Morno,Inativo
L-2308,2026-01-30,Sim,Quente,Cancelado
L-4704,2025-05-16,Sim,Morno,Ativo
L-4545,2025-06-02,Sim,Quente,Trial
L-9176,2025-05-25,Sim,Quente,Ativo
L-9780,2025-07-18,Nao,Morno,Ativo
L-7699,2025-08-02,Sim,Quente,Ativo
L-9800,2025-11-15,Nao,Frio,Trial
L-5921,2025-08-17,Sim,Quente,Trial
L-9766,2025-07-03,Nao,Morno,Trial
L-4678,2025-01-29,,Quente,Trial
L-6575,2025-08-14,Sim,Morno,Trial
L-1747,2025-03-29,Nao,Morno,Cancelado
L-7845,2025-03-15,Nao,Frio,Ativo
L-6804,2025-11-15,Sim,Morno,Ativo
L-8278,2025-08-07,Nao,Frio,Cancelado
L-7457,2025-08-11,Nao,Morno,Ativo
L-9002,2025-03-09,Nao,Frio,Trial
L-4278,2025-03-02,Nao,Frio,Trial
L-1540,2025-10-24,,Frio,Trial
L-7922,2025-01-28,Nao,Morno,Ativo
L-7184,2025-03-16,Sim,Quente,Trial
L-6490,2025-08-11,Nao,Frio,Trial
L-1504,2025-02-26,Sim,Quente,Ativo
L-2925,2025-12-11,Sim,Quente,Trial
L-4768,2025-09-21,Nao,Frio,Cancelado
L-2910,2025-10-23,Nao,Quente,Ativo
L-8350,2025-06-14,Nao,Morno,Trial
L-4289,2025-12-20,Nao,Frio,Ativo
L-3108,2025-05-14,Nao,Morno,Trial
L-5806,2025-04-09,Nao,Morno,Trial
L-7314,2025-01-23,Nao,Frio,Ativo
L-4228,2025-09-09,Nao,Morno,Trial
L-5657,2025-11-17,Sim,Quente,Ativo
L-3259,2025-03-10,Nao,Frio,Cancelado
L-1623,2025-12-09,Nao,Frio,Trial
L-1478,2025-04-08,,Frio,Trial
L-7096,2025-11-15,Sim,Morno,Ativo
L-3022,2025-04-12,Nao,Frio,Trial
L-7422,2025-03-30,Nao,Morno,Ativo
L-9629,2025-03-25,Nao,Frio,Cancelado
L-8860,2025-10-24,Nao,Morno,Trial
L-2567,2025-10-10,Nao,Quente,Ativo
L-4365,2025-06-18,Nao,Frio,Trial
L-9487,2025-03-09,Sim,Quente,Trial
L-4815,2025-10-15,Sim,Quente,Cancelado
L-1826,2025-09-26,Sim,Frio,Ativo
L-6444,2025-12-13,Nao,Quente,Trial
L-1829,2025-08-06,Nao,Morno,Ativo
L-2572,2025-07-11,Nao,Morno,Ativo
L-4612,2025-01-19,Nao,Morno,Trial
L-5963,2025-06-07,Sim,Quente,Trial
L-7429,2025-05-08,Nao,Morno,Inativo
L-8722,2025-03-26,Sim,Quente,Trial
L-1520,2025-12-09,Nao,Morno,Inativo
L-1810,2025-05-11,Sim,Quente,Cancelado
L-7065,2025-02-26,,Quente,Cancelado
L-6677,2025-11-11,Nao,Frio,Ativo
L-9912,2025-09-20,Nao,Morno,Ativo
L-6592,2025-12-06,Sim,Quente,Cancelado
L-8030,2026-01-30,Sim,Quente,Trial
L-9182,2025-09-04,Nao,Morno,Trial
L-3347,2025-07-08,Nao,Morno,Inativo
L-5548,2025-02-24,Nao,Morno,Inativo
L-8851,2025-12-11,Sim,Quente,Cancelado
L-7359,2025-02-23,,Frio,Ativo
L-9348,2025-10-06,Sim,Quente,Inativo
L-2290,2025-02-14,Nao,Frio,Trial
L-3539,2025-11-01,Nao,Frio,Ativo
L-7979,2025-01-14,Nao,Morno,Trial
L-4227,2025-09-26,Sim,Quente,Cancelado
L-9401,2025-04-25,Nao,Frio,Ativo
L-8598,2025-06-24,Nao,Morno,Cancelado
L-9432,2025-12-18,Nao,Frio,Cancelado
L-3514,2025-07-17,Nao,Morno,Ativo
L-3841,2025-12-14,Nao,Morno,Ativo
L-6056,2026-02-01,Nao,Morno,Cancelado
L-8499,2025-12-24,Nao,Morno,Trial
L-4853,2025-09-12,Nao,Morno,Trial
L-2138,2025-01-08,Sim,Quente,Ativo
L-3310,2025-11-27,Sim,Quente,Cancelado
L-9168,2025-03-17,Nao,Frio,Ativo
L-9348,2025-07-22,Nao,Morno,Ativo
L-9739,2025-04-25,Nao,Morno,Ativo
L-6368,2025-10-03,Sim,Quente,Ativo
L-5416,2025-03-12,Sim,Morno,Trial
L-6062,2025-07-15,Nao,Frio,Inativo
L-8971,2025-12-06,Nao,Quente,Trial
L-4468,2025-09-30,Nao,Morno,Trial
L-1877,2025-05-20,Sim,Quente,Ativo
L-1036,2025-06-09,Nao,Morno,Trial
L-1756,2025-02-12,Sim,Quente,Ativo
L-1804,2025-09-30,Sim,Frio,Inativo
L-6764,2025-08-17,Nao,Frio,Trial
L-2232,2025-08-09,Nao,Frio,Cancelado
L-2017,2025-09-01,Nao,Frio,Trial
L-2126,2025-08-18,Nao,Frio,Inativo
L-3458,2025-11-26,Sim,Quente,Cancelado
L-6244,2026-01-10,Sim,Quente,Trial
L-4766,2025-08-03,Nao,Morno,Ativo
L-7101,2025-04-19,Nao,Morno,Ativo
L-8353,2026-01-01,Sim,Quente,Cancelado
L-1675,2025-01-07,Nao,Frio,Cancelado
L-5862,2026-02-01,Sim,Morno,Ativo
L-6507,2025-08-08,Sim,Quente,Trial
L-3595,2025-12-14,Sim,Quente,Trial
L-1815,2025-06-27,Nao,Frio,Ativo
L-6676,2025-06-21,Sim,Quente,Cancelado
L-9975,2025-11-24,,Frio,Cancelado
L-7246,2025-06-01,Nao,Morno,Ativo
L-6963,2025-12-24,Nao,Frio,Trial
L-9336,2025-06-23,Sim,Morno,Trial
L-3000,2025-04-15,Sim,Quente,Inativo
L-9092,2026-01-03,Sim,Morno,Ativo
L-9970,2025-10-29,,Frio,Cancelado
L-7474,2025-11-16,Sim,Frio,Trial
L-8294,2025-04-29,Nao,Frio,Ativo
L-3015,2025-09-05,Nao,Morno,Ativo
L-1981,2025-10-15,Nao,Frio,Ativo
L-1235,2025-02-03,Sim,Frio,Cancelado
L-5214,2025-09-17,Sim,Quente,Inativo
L-7822,2025-03-29,Sim,Frio,Ativo
L-8425,2025-09-22,Sim,Quente,Trial
L-8617,2025-01-26,Sim,Quente,Cancelado
L-8690,2025-10-11,Nao,Frio,Trial
L-6760,2025-03-10,,Morno,Ativo
L-5926,2025-02-20,Nao,Frio,Cancelado
L-1585,2026-01-22,Nao,Quente,Cancelado
L-5087,2025-11-16,Sim,Quente,Trial
L-8690,2025-05-31,Nao,Morno,Trial
L-2124,2025-01-01,Nao,Quente,Ativo
L-5960,2025-05-25,Nao,Frio,Ativo
L-5548,2026-01-25,,Morno,Cancelado
L-4749,2025-04-13,Nao,Morno,Trial
L-7265,2025-03-22,Sim,Quente,Ativo
L-2434,2025-11-25,Nao,Frio,Inativo
L-6669,2025-11-25,Sim,Morno,Cancelado
L-4889,2025-10-26,Sim,Morno,Inativo
L-2717,2025-11-18,Nao,Frio,Cancelado
L-8302,2025-06-21,Nao,Morno,Ativo
L-4617,2025-03-02,Nao,Frio,Cancelado
L-3878,2025-10-02,Nao,Frio,Ativo
L-3333,2025-10-03,,Frio,Ativo
L-2594,2025-03-20,Nao,Frio,Inativo
L-2593,2025-09-19,Nao,Morno,Trial
L-7458,2025-11-12,Sim,Morno,Cancelado
L-6247,2025-09-04,Nao,Morno,Inativo
L-6257,2025-10-25,Sim,Frio,Trial
L-6845,2025-11-05,Nao,Morno,Ativo
L-4383,2025-03-09,Nao,Morno,Ativo
L-8596,2025-07-10,Nao,Morno,Trial
L-9413,2025-04-02,Nao,Frio,Ativo
L-7550,2025-03-17,Sim,Morno,Ativo
L-8720,2025-03-18,Nao,Frio,Inativo
L-7169,2025-09-29,Nao,Frio,Ativo
L-5603,2025-04-11,Sim,Morno,Ativo
L-6656,2026-01-21,Nao,Quente,Ativo
L-9610,2025-01-27,Nao,Frio,Cancelado
L-6432,2025-10-26,Nao,Morno,Cancelado
L-6355,2025-03-17,Nao,Frio,Trial
L-5306,2025-04-22,Nao,Frio,Ativo
L-7839,2025-11-06,Nao,Morno,Ativo
L-4437,2025-07-18,Sim,Morno,Trial
L-2799,2025-11-04,Nao,Frio,Ativo
L-3623,2025-11-16,Nao,Frio,Cancelado
L-5921,2025-01-24,,Morno,Ativo
L-2545,2025-10-27,Nao,Frio,Cancelado
L-8571,2025-09-23,Nao,Frio,Trial
L-6819,2025-09-19,Sim,Quente,Inativo
L-2281,2025-03-27,Nao,Frio,Ativo
L-4646,2025-03-26,Sim,Quente,Trial
L-3004,2025-06-13,Nao,Morno,Inativo
L-2426,2025-12-24,Nao,Frio,Cancelado
L-8089,2025-02-27,Nao,Frio,Inativo
L-6246,2025-09-02,Nao,Morno,Inativo
L-4087,2025-10-18,Sim,Quente,Ativo
L-2436,2025-11-04,Nao,Morno,Ativo
L-2032,2025-03-11,Nao,Frio,Ativo
L-6915,2025-01-21,Nao,Frio,Ativo
L-6776,2025-05-04,Nao,Frio,Cancelado
L-2440,2025-09-10,Sim,Morno,Cancelado
L-5218,2026-01-03,Sim,Quente,Trial
L-3544,2025-01-24,Nao,Frio,Ativo
L-7311,2026-01-16,,Morno,Cancelado
L-8777,2025-02-26,,Frio,Trial
L-9790,2025-03-18,Nao,Morno,Ativo
L-3713,2025-10-20,Sim,Quente,Ativo
L-9604,2025-04-15,Nao,Morno,Ativo
L-8745,2025-05-01,Sim,Quente,Trial
L-8269,2025-09-03,Nao,Morno,Inativo
L-1595,2025-10-07,Sim,Quente,Ativo
L-7565,2025-06-12,Sim,Quente,Ativo
L-9485,2025-07-25,Nao,Morno,Ativo
L-6728,2025-09-20,Sim,Quente,Ativo
L-2247,2025-01-05,Sim,Quente,Ativo
L-1368,2025-06-27,Nao,Frio,Ativo
L-9498,2025-05-21,Nao,Morno,Inativo
L-2099,2025-01-24,Sim,Quente,Inativo
L-2329,2025-07-01,Nao,Frio,Ativo
L-6426,2025-08-09,Sim,Morno,Ativo
L-1638,2025-07-19,Sim,Quente,Trial
L-2099,2025-07-23,Nao,Frio,Cancelado
L-6534,2025-01-25,Sim,Quente,Ativo
L-8838,2025-07-23,Nao,Frio,Trial
L-3559,2025-06-23,Nao,Quente,Inativo
L-6600,2025-07-21,Nao,Frio,Cancelado
L-8507,2025-08-18,Sim,Frio,Ativo
L-2256,2025-10-22,,Morno,Trial
L-9815,2025-12-25,Sim,Quente,Ativo
L-5946,2025-12-18,,Morno,Ativo
L-5711,2025-05-17,Sim,Quente,Trial
L-2910,2025-12-04,Sim,Frio,Trial
L-6728,2025-05-17,Nao,Frio,Trial
L-5761,2025-12-20,Sim,Quente,Trial
L-1463,2025-05-14,Nao,Morno,Ativo
L-5129,1900-01-01,Sim,Quente,Cancelado
L-1808,2025-09-11,Sim,Quente,Ativo
L-3410,2026-01-26,Nao,Morno,Trial
L-4050,2025-10-29,Sim,Frio,Ativo
L-4279,2025-12-04,Nao,Frio,Trial
L-8712,2025-08-10,,Quente,Trial
L-6675,2025-02-26,,Quente,Trial
L-4626,2025-04-20,Sim,Quente,Cancelado
L-6008,2025-09-28,,Frio,Cancelado
L-6831,2025-03-19,,Quente,Ativo
L-2418,2025-09-07,Nao,Morno,Inativo
L-3670,2025-05-12,Sim,Quente,Ativo
L-6772,2025-11-10,Sim,Morno,Cancelado
L-2850,2025-08-16,Nao,Frio,Cancelado
L-8560,2025-04-19,Nao,Morno,Trial
L-7834,2025-08-23,Sim,Quente,Ativo
L-6398,2025-02-28,Sim,Quente,Ativo
L-2660,2025-11-17,,Frio,Ativo
L-7414,2025-03-26,Nao,Morno,Ativo
L-9958,2025-10-15,Nao,Quente,Inativo
L-6118,2025-09-20,Nao,Frio,Ativo
L-7022,2025-10-26,Sim,Quente,Ativo
L-1226,2025-02-06,Sim,Morno,Cancelado
L-7446,2025-02-02,Sim,Quente,Trial
L-2835,2025-06-05,Nao,Morno,Inativo
L-5517,2026-01-05,Nao,Quente,Ativo
L-4840,2025-09-03,,Morno,Cancelado
L-4305,2025-11-25,,Frio,Inativo
L-1105,2025-06-11,,Frio,Ativo
L-2847,2025-06-28,Sim,Quente,Cancelado
L-9112,2025-08-03,Nao,Quente,Cancelado
L-7290,2025-07-16,Sim,Quente,Cancelado
L-1470,2025-06-28,Nao,Frio,Ativo
L-7667,2025-11-12,Nao,Frio,Trial
L-2927,2025-11-27,Nao,Morno,Cancelado
L-2291,2025-10-28,Nao,Frio,Cancelado
L-8373,2026-01-11,Nao,Frio,Trial
L-5230,2025-10-06,Sim,Quente,Ativo
L-9876,2025-11-29,Nao,Frio,Cancelado
L-9466,2025-12-18,,Frio,Cancelado
L-7364,2025-06-02,Nao,Morno,Ativo
L-5154,2025-05-17,,Morno,Cancelado
L-8361,1900-01-01,,Morno,Ativo
L-1703,2025-11-19,Nao,Frio,Ativo
L-4586,2025-04-03,Nao,Quente,Ativo
L-2599,2025-02-26,Sim,Quente,Ativo
L-1184,2025-03-13,Sim,Quente,Trial
L-2986,2025-04-10,,Frio,Cancelado
L-8859,2025-06-03,Nao,Frio,Cancelado
L-5166,2025-09-28,Nao,Frio,Ativo
L-3326,2025-10-07,Sim,Morno,Ativo
L-7694,2025-04-29,Nao,Morno,Cancelado
L-8417,2025-07-20,Nao,Morno,Ativo
L-6011,2025-08-09,,Quente,Trial
L-2772,2025-03-22,Nao,Morno,Trial
L-4422,2025-06-27,Nao,Morno,Ativo
L-7830,2025-10-15,Nao,Frio,Ativo
L-9123,2025-12-15,Sim,Morno,Ativo
L-9989,2025-06-26,Nao,Morno,Cancelado
L-6606,2025-08-07,Sim,Quente,Cancelado
L-7694,2025-02-01,Nao,Morno,Cancelado
L-2609,2025-02-08,Nao,Morno,Cancelado
L-2914,2025-03-28,Nao,Frio,Trial
L-7999,2025-09-04,Nao,Frio,Ativo
L-4153,2025-10-16,,Frio,Trial
L-6498,2025-11-27,Nao,Morno,Ativo
L-3256,2025-09-17,Sim,Morno,Trial
L-5919,2025-06-16,Nao,Morno,Ativo
L-9580,2025-12-20,Nao,Frio,Trial
L-2048,2025-03-15,Sim,Quente,Trial
L-4376,2025-12-23,Nao,Morno,Inativo
L-8206,2025-06-08,Nao,Frio,Inativo
L-3394,2025-08-08,Nao,Morno,Cancelado
L-7586,2025-12-12,Nao,Frio,Trial
L-9137,2025-01-16,Sim,Frio,Ativo
L-9610,2025-08-17,Nao,Morno,Inativo
L-6700,2025-12-14,Nao,Frio,Ativo
L-7942,2025-12-05,,Morno,Ativo
L-7491,2025-11-30,,Morno,Trial
L-5094,2025-03-01,Sim,Quente,Ativo
L-5130,2025-04-02,,Frio,Ativo
L-6117,2025-11-24,Nao,Morno,Trial
L-4543,2025-01-25,Nao,Frio,Ativo
L-2842,2025-05-01,Nao,Frio,Inativo
L-2978,2025-06-13,Nao,Frio,Trial
L-7917,2025-11-26,Nao,Frio,Trial
L-7347,2025-03-05,Sim,Quente,Cancelado
L-5708,2025-01-15,Sim,Quente,Trial
L-9474,2025-04-20,Nao,Quente,Inativo
L-8151,2025-11-17,Sim,Quente,Ativo
L-3706,2025-05-27,,Frio,Ativo
L-4424,2025-05-05,Sim,Quente,Ativo
L-1337,2025-05-13,Sim,Quente,Trial
L-6146,2025-02-10,Sim,Quente,Ativo
L-4463,2025-05-14,Nao,Frio,Trial
L-1218,2025-05-06,Nao,Morno,Ativo
L-1416,2025-07-03,,Frio,Cancelado
L-7753,1900-01-01,Nao,Morno,Cancelado
L-3571,2025-11-10,Sim,Quente,Trial
L-6138,2025-09-04,Nao,Frio,Ativo
L-4495,2025-08-29,Nao,Morno,Trial
L-6811,2025-03-03,Nao,Frio,Trial
L-9597,2026-01-29,Sim,Quente,Trial
L-2148,2025-02-18,Nao,Frio,Inativo
L-9516,2025-02-17,Sim,Morno,Ativo
L-8834,2025-03-01,Sim,Morno,Ativo
L-7085,2025-01-04,Nao,Frio,Ativo
L-5869,2025-04-07,Nao,Quente,Ativo
L-7088,2025-08-17,Sim,Quente,Ativo
L-9609,2025-05-03,Sim,Quente,Inativo
L-4648,2025-02-06,Nao,Frio,Ativo
L-6955,2025-09-09,Sim,Quente,Trial
L-9661,2025-11-25,,Frio,Trial
L-2266,2025-03-27,,Morno,Trial
L-2575,2025-05-02,Nao,Frio,Cancelado
L-7514,2025-03-06,Nao,Morno,Ativo
L-8473,2026-01-10,Nao,Frio,Ativo
L-5332,2025-08-04,Sim,Quente,Ativo
L-5591,2025-08-26,Nao,Frio,Cancelado
L-2391,2025-07-11,Sim,Morno,Cancelado
L-9399,2025-08-05,Nao,Frio,Inativo
L-7517,2025-05-22,Nao,Morno,Ativo
L-2400,2025-09-22,,Frio,Ativo
L-9777,2025-02-02,Nao,Quente,Ativo
L-3613,2025-01-03,Nao,Frio,Inativo
L-1708,2025-04-10,Sim,Quente,Inativo
L-8963,2025-09-16,Nao,Morno,Trial
L-7290,2025-05-31,Sim,Quente,Cancelado
L-9058,2025-04-11,,Frio,Trial
L-8182,2025-01-16,Nao,Morno,Cancelado
L-3148,2025-07-22,Nao,Frio,Cancelado
L-5233,2025-11-29,Nao,Morno,Cancelado
L-9824,2025-11-10,Sim,Morno,Ativo
L-2991,2025-12-18,Nao,Frio,Ativo
L-8322,2025-09-08,Nao,Morno,Ativo
L-3134,2025-10-27,Nao,Morno,Ativo
L-4887,1900-01-01,Nao,Morno,Ativo
L-8613,2025-12-10,Sim,Quente,Ativo
L-3362,2025-12-17,Sim,Quente,Trial
L-3130,2025-06-03,Sim,Quente,Ativo
L-1005,2025-09-03,,Frio,Ativo
L-2667,2025-04-23,Sim,Quente,Cancelado
L-1385,2025-04-14,Sim,Quente,Ativo
L-7139,2025-05-14,Nao,Morno,Ativo
L-5416,2025-03-19,Sim,Quente,Trial
L-9394,2025-07-04,Nao,Morno,Ativo
L-1462,2025-06-11,Sim,Quente,Trial
L-3740,2025-03-28,Sim,Quente,Ativo
L-2783,1900-01-01,Sim,Quente,Ativo
L-7643,2025-04-15,Sim,Quente,Cancelado
L-6249,2025-10-27,Nao,Frio,Inativo
L-7186,2025-08-15,Nao,Morno,Trial
L-9074,2025-02-24,,Frio,Inativo
L-3764,2025-03-07,Nao,Frio,Ativo
L-1958,2025-09-24,Nao,Frio,Cancelado
L-4524,2025-03-31,Nao,Quente,Cancelado
L-6728,2025-07-17,Sim,Morno,Ativo
L-4046,2025-05-19,Nao,Frio,Trial
L-9605,2025-12-27,Nao,Frio,Cancelado
L-4277,2025-02-07,Sim,Morno,Inativo
L-7804,2026-01-06,Sim,Quente,Cancelado
L-8459,2025-04-15,Sim,Morno,Trial
L-7410,2025-11-09,Sim,Frio,Trial
L-1764,2025-09-05,Sim,Quente,Trial
L-4558,2025-09-28,Sim,Quente,Ativo
L-2209,2026-01-30,Nao,Morno,Trial
L-2690,1900-01-01,Nao,Morno,Trial
L-9237,2025-10-27,Nao,Quente,Cancelado
L-1090,2025-01-23,Nao,Frio,Trial
L-5754,2026-01-25,Sim,Quente,Ativo
L-9986,2025-09-21,Nao,Morno,Ativo
L-7765,2025-12-09,,Frio,Ativo
L-2085,2025-04-26,Nao,Frio,Cancelado
L-4460,2026-01-25,Nao,Frio,Trial
L-3711,2025-09-25,,Quente,Cancelado
L-1652,2025-10-13,Sim,Quente,Ativo
L-9182,2025-09-17,Sim,Morno,Cancelado
L-3221,2025-06-18,Sim,Quente,Trial
L-9092,2025-09-28,Nao,Quente,Trial
L-7264,2025-01-06,Sim,Quente,Trial
L-4973,2026-01-02,Sim,Quente,Inativo
L-9567,2025-05-17,Nao,Morno,Ativo
L-6052,2025-05-16,Sim,Morno,Ativo
L-4989,2026-01-07,Nao,Morno,Ativo
L-8331,2025-01-03,Nao,Morno,Trial
L-8527,2025-11-25,Nao,Frio,Ativo
L-8128,2025-06-24,Sim,Quente,Trial
L-3490,2025-03-07,Nao,Frio,Cancelado
L-3071,2025-10-01,Sim,Frio,Ativo
L-3050,2025-06-12,Sim,Morno,Inativo
L-9161,2025-11-22,Sim,Quente,Trial
L-3063,2025-11-18,Sim,Morno,Ativo
L-5552,2025-01-22,,Frio,Trial
L-4674,2025-01-25,Sim,Morno,Trial
L-1007,2025-03-14,Sim,Quente,Ativo
L-5042,2026-01-30,Nao,Morno,Trial
L-8054,2025-10-01,Sim,Quente,Cancelado
L-6061,2025-03-23,Sim,Morno,Trial
L-7461,2026-01-29,Sim,Quente,Ativo
L-6737,2025-02-10,Nao,Frio,Ativo
L-9417,2025-04-16,Nao,Frio,Ativo
L-8811,2025-11-09,Nao,Frio,Cancelado
L-7312,2025-10-28,Sim,Quente,Inativo
L-4287,1900-01-01,Nao,Morno,Ativo
L-1070,2025-05-30,Nao,Frio,Trial
L-3377,2025-10-05,Sim,Quente,Trial
L-4028,2025-05-25,Sim,Quente,Ativo
L-2505,2025-10-09,Sim,Quente,Ativo
L-5958,2025-08-03,Sim,Quente,Inativo
L-9493,2025-08-18,Nao,Morno,Trial
L-8405,2025-03-26,Nao,Frio,Trial
L-7394,2025-08-15,Nao,Morno,Cancelado
L-6014,2025-10-08,Nao,Morno,Ativo
L-7888,2025-06-29,Nao,Morno,Cancelado
L-6381,2025-04-18,Nao,Morno,Ativo
L-8835,2025-02-15,Sim,Morno,Inativo
L-3767,2025-09-13,Nao,Quente,Trial
L-7291,2025-09-07,Nao,Morno,Ativo
L-9563,2025-01-29,Nao,Frio,Cancelado
L-3826,2025-09-13,Nao,Frio,Cancelado
L-2574,2025-04-28,Sim,Morno,Inativo
L-2530,2026-01-26,Sim,Morno,Ativo
L-8978,2025-03-26,Nao,Frio,Trial
L-2527,2025-03-04,Sim,Quente,Trial
L-7861,2025-05-27,Nao,Frio,Ativo
L-3227,2025-07-22,Nao,Frio,Ativo
L-6924,2025-01-26,Nao,Frio,Ativo
L-5228,2026-02-01,Nao,Frio,Trial
L-1300,2025-03-03,Nao,Frio,Ativo
